,Unnamed: 0,movieId,title,movielens_genres,avg_rating,number_of_viewers,imdbId,tmdbId,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count,success,status_code,status_message,cluster
1375,1375,1884,Fear and Loathing in Las Vegas,Adventure|Comedy|Drama,3.967391304,46.0,120669,1878.0,False,/4BcunK3qpDAMBM5YBsCgQWx9zB6.jpg,,18500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,1878.0,tt0120669,['US'],en,Fear and Loathing in Las Vegas,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",4.6885,/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg,"[{'id': 491, 'logo_path': '/5LvDUt3KmvRnXQ4NrdWJYHeuA8J.png', 'name': 'Summit Entertainment', 'origin_country': 'US'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 53460, 'logo_path': None, 'name': 'Fear and Loathing LLC', 'origin_country': ''}, {'id': 1591, 'logo_path': '/ijgtPNnX17XNLw7eLpX9BJT90Fq.png', 'name': 'Rhino Films', 'origin_country': 'US'}, {'id': 53461, 'logo_path': None, 'name': 'Shark Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-05-22,10700000.0,118.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Buy the ticket, take the ride.",False,7.209,4930.0,,,,-1
1376,1376,1885,The Opposite of Sex,Comedy|Drama|Romance,3.125,12.0,120777,9844.0,False,/fw4mgfiq01d0SQduEqKjnh3xzbs.jpg,,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,9844.0,tt0120777,['US'],en,The Opposite of Sex,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",3.1891,/e0rNtvIlcd8c0WChSsVC0W8Bvlf.jpg,"[{'id': 11661, 'logo_path': '/xMrUWnDUgL1CZGousc4iyR7utbR.png', 'name': 'Rysher Entertainment', 'origin_country': 'US'}, {'id': 246527, 'logo_path': None, 'name': 'David Kirkpatrick Productions', 'origin_country': ''}, {'id': 246528, 'logo_path': None, 'name': 'Michael Besman Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-05-22,5879254.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"You'll laugh, you'll cry, you'll be offended",False,6.2,215.0,,,,-1
1379,1379,1889,Insomnia,Drama|Mystery|Thriller,3.75,8.0,119375,26610.0,False,/r2t5TjazNr6Kx9eQbcy50izuPw0.jpg,,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",,26610.0,tt0119375,['NO'],no,Insomnia,"Detectives Jonas and Erik are called to the midnight sun country of northern Norway to investigate a recent homicide, but their plan to arrest the killer goes awry, and Jonas mistakenly shoots Erik. The suspect escapes, and a frightened Jonas pins Erik's death on the fugitive. Jonas continues to pursue the killer as he seeks to protect himself; however, his mounting guilt and the omnipresent sun plague him with an insomnia that affects his sanity.",1.3931,/k0inzQmt7kATmAGns0wdfjiFxSu.jpg,"[{'id': 12984, 'logo_path': None, 'name': 'Norsk Film', 'origin_country': 'NO'}, {'id': 16550, 'logo_path': None, 'name': 'Nordic Screen Production AS', 'origin_country': ''}, {'id': 16551, 'logo_path': '/itTk5EYYzWPXrynrwTBhvREq4iC.png', 'name': 'Norsk Filminstitutt', 'origin_country': 'NO'}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}]",1997-03-14,227569.0,96.0,"[{'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,No peace for the wicked,False,7.011,309.0,,,,-1
1381,1381,1892,A Perfect Murder,Thriller,3.28125,16.0,120787,1965.0,False,/dNW7ftcqEAvKmDkuRPaLC4gnhwJ.jpg,,60000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,1965.0,tt0120787,['US'],en,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",3.2591,/wC0ax12N9GQ8vMXPEs4nES5AAiB.jpg,"[{'id': 824, 'logo_path': None, 'name': 'Kopelson Entertainment', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-05,128038368.0,107.0,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.,False,6.546,1515.0,,,,-1
1384,1384,1895,Can't Hardly Wait,Comedy|Drama|Romance,3.333333333,15.0,127723,15037.0,False,/yPVhkvOiI4UZC0jOpjO1HntlxHv.jpg,,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,15037.0,tt0127723,['US'],en,Can't Hardly Wait,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",2.3385,/r3a5gGWfS0SDS9nriNrJzSSrErf.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 10239, 'logo_path': '/7L9xHVi0nkcwiDlOijV3N5EefCV.png', 'name': 'Tall Trees Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-12,25605015.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Yesterday's history. Tomorrow's the future. Tonight's the party.,False,6.21,576.0,,,,-1
1390,1390,1907,Mulan,Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.566666667,45.0,120762,10674.0,False,/mUYV0ZdsDEliGaQahcQH1F3grsP.jpg,"{'id': 87236, 'name': 'Mulan Collection', 'poster_path': '/6Kjizag3KnUNDaBkN9LZKfnlBxY.jpg', 'backdrop_path': '/1KkIBhX5MTwVoNJzD0JMv059Ck0.jpg'}",90000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,10674.0,tt0120762,['US'],en,Mulan,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",12.6211,/jAbexAtB0aSfP5Ay4TpWHARyVnG.jpg,"[{'id': 171656, 'logo_path': '/4UBohOtIr9DtxylH48Qsg6aDow6.png', 'name': 'Walt Disney Feature Animation', 'origin_country': 'US'}, {'id': 2, 'logo_path': '/wdrCwmRnLFJhEoH8GSfymY85KHT.png', 'name': 'Walt Disney Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-18,304320254.0,88.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released,The flower that blooms in adversity is the most rare and beautiful of all.,False,7.902,10269.0,,,,-1
1391,1391,1909,The X-Files,Action|Crime|Mystery|Sci-Fi|Thriller,3.44047619,42.0,120902,846.0,False,/2YIzEKCMfexbLIoeVUkR8MPayB2.jpg,"{'id': 19387, 'name': 'The X Files Collection', 'poster_path': '/aeIYknSlbIsjPTJQDExXXuKGRLb.jpg', 'backdrop_path': '/22p3xTTuXc9FEnzyGlfB9KBtR4Y.jpg'}",66000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,846.0,tt0120902,['US'],en,The X-Files,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",4.1111,/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg,"[{'id': 545, 'logo_path': None, 'name': 'Ten Thirteen Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1998-06-19,189198313.0,121.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Fight the future.,False,6.903,1756.0,,,,-1
1394,1394,1912,Out of Sight,Comedy|Crime|Drama|Romance|Thriller,3.859375,32.0,120780,1389.0,False,/fsUaDSKP9Vl1tewpUUnKsBOiOfR.jpg,,48000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",https://www.uphe.com/movies/out-of-sight,1389.0,tt0120780,['US'],en,Out of Sight,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",3.1116,/v49q7AMR3pB4M762woWB1NYMCLF.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 216, 'logo_path': '/iKPzC6YxqNAk6fMoTtFhIF5p6yw.png', 'name': 'Jersey Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-26,77745966.0,123.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Opposites attract.,False,6.672,1364.0,,,,-1
1396,1396,1914,Smoke Signals,Comedy|Drama,3.388888889,9.0,120321,20862.0,False,/5MvH0D3aGYRM9KeQL3Xtl853UyB.jpg,,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,20862.0,tt0120321,['US'],en,Smoke Signals,"Young Native American man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains.",0.6872,/dZ6smtO2cEm3nxVhWscYfKS0mYX.jpg,"[{'id': 12269, 'logo_path': None, 'name': 'ShadowCatcher Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-26,0.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A new film from the heart of Native America.,False,6.781,112.0,,,,-1
1397,1397,1916,Buffalo '66,Drama|Romance,3.416666667,12.0,118789,9464.0,False,/oCcRRoalUWy83x3gqhCIl6pPUAi.jpg,,1500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.vincentgallofilms.com/buffalo66.html,9464.0,tt0118789,['US'],en,Buffalo '66,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",2.8811,/fxzXFzbSGNA52NHQCMqQiwzMIQw.jpg,"[{'id': 95354, 'logo_path': None, 'name': 'Gray Daisy Films', 'origin_country': 'US'}, {'id': 15231, 'logo_path': '/iFbzMtXFBv2ekA9Ldrw6LqjLrvX.png', 'name': 'Muse Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-20,2375097.0,110.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Billy Brown just got out of jail. Now he’s going to serve some real time. He’s going home.,False,7.142,1023.0,,,,-1
1398,1398,1917,Armageddon,Action|Romance|Sci-Fi|Thriller,3.054347826,92.0,120591,95.0,False,/1cO6OQJxz7YhTZ4V1OlkYfebeJa.jpg,,140000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,95.0,tt0120591,['US'],en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",8.4013,/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,"[{'id': 9195, 'logo_path': '/geK5QOBsXIPGHutKwXtYjMUyYSG.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 130, 'logo_path': '/c9dVHPOL3cqCr2593Ahk0nEKTEM.png', 'name': 'Jerry Bruckheimer Films', 'origin_country': 'US'}, {'id': 11533, 'logo_path': '/tWM9pmzVYxok4GbQIttxdcml1yT.png', 'name': 'Valhalla Motion Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-01,553799566.0,151.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,For love. For honor. For mankind.,False,6.829,8419.0,,,,-1
1402,1402,1921,Pi,Drama|Sci-Fi|Thriller,3.85106383,47.0,138704,473.0,False,/pVmCanXNPYqE74cJoL0U6C9ONf5.jpg,,60000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,473.0,tt0138704,['US'],en,Pi,"A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",2.797,/fJA22FjlAW8rzrOw9Mwanl6oTc9.jpg,"[{'id': 22566, 'logo_path': None, 'name': 'Harvest Filmworks', 'origin_country': 'US'}, {'id': 22567, 'logo_path': None, 'name': 'Plantain Films', 'origin_country': 'US'}, {'id': 7503, 'logo_path': '/3K8wbNkTn7O4wX89ucnp1ZYR1XF.png', 'name': 'Protozoa Pictures', 'origin_country': 'US'}, {'id': 194682, 'logo_path': '/hp8OwEyM0pGNYGVqaRpU06IPV8Q.png', 'name': 'Truth & Soul', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-10,3221152.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Faith in chaos.,False,7.117,2424.0,,,,-1
1404,1404,1923,There's Something About Mary,Comedy|Romance,3.676190476,105.0,129387,544.0,False,/egJQ3nIon5fT8wyXcKRHzvmtZpD.jpg,,23000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.aboutmary.com/,544.0,tt0129387,['US'],en,There's Something About Mary,"For Ted, prom night went about as bad as it’s possible for any night to go. Thirteen years later, he finally gets another chance with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",4.9045,/slJD1Dvnsf15LoeqhERsyzisAdn.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-07-15,369900000.0,120.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Love is in the hair.,False,6.621,5224.0,,,,-1
1405,1405,1924,Plan 9 from Outer Space,Horror|Sci-Fi,3.1875,8.0,52077,10513.0,False,/9pHCAT1ScILdkhY8ErfOma8W4kB.jpg,,60000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",,10513.0,tt0052077,['US'],en,Plan 9 from Outer Space,"In California, an old man grieves the loss of his wife, and dies the day after she is buried. However, the space soldier Eros and his mate Tanna use an electric device to resurrect them both, alongside the strong Inspector Clay, who was murdered by the alien-controlled dead couple. When the populations of Hollywood and Washington DC see flying saucers on the sky, a colonel, a police lieutenant, a commercial pilot, his wife and a policeman try to stop the aliens.",1.3552,/bmicZi7PvlnZ9rZqp6QXN2Db0pT.jpg,"[{'id': 74116, 'logo_path': None, 'name': 'Reynolds Pictures', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-03-15,0.0,79.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Unspeakable horrors from outer space paralyze the living and resurrect the dead!,False,4.199,589.0,,,,-1
1407,1407,1927,All Quiet on the Western Front,Action|Drama|War,4.35,10.0,20629,143.0,False,/hSRb0YhB4TaeIKgZtQbFuY3l0XM.jpg,"{'id': 1070848, 'name': 'All Quiet On The Western Front Collection', 'poster_path': '/2lgxH80Dyx2I5yaHoyTgQ9F4L89.jpg', 'backdrop_path': None}",1448864.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,143.0,tt0020629,['US'],en,All Quiet on the Western Front,"When a group of idealistic young men join the German Army during the Great War, they are assigned to the Western Front, where their patriotism is destroyed by the harsh realities of combat.",3.6367,/1wZUB08igw8iLUgF1r4T6aJD65b.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-04-29,3270000.0,133.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They left for war as boys never to return as men.,False,7.746,905.0,,,,-1
1410,1410,1931,Mutiny on the Bounty,Adventure|Drama,4.166666667,6.0,26752,12311.0,False,/OBvT7h7Vt6qKGXJBNLDFnRhJEW.jpg,,1950000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,12311.0,tt0026752,['US'],en,Mutiny on the Bounty,"Fletcher Christian successfully leads a revolt against the ruthless Captain Bligh on the HMS Bounty. However, Bligh returns one year later, hell bent on revenge.",1.7692,/GD98ozz6F6tSu8BWGulpseEKhv.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1935-11-22,4460000.0,132.0,"[{'english_name': 'Tahitian', 'iso_639_1': 'ty', 'name': ''}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Clark Gable as the daring mutineer in the screen's most exciting adventure story!,False,7.349,372.0,,,,-1
1417,1417,1939,The Best Years of Our Lives,Drama|War,4.0625,8.0,36868,887.0,False,/n0og4mDtl08x9RLTWXt8zUKpqXQ.jpg,,2100000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,887.0,tt0036868,['US'],en,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",1.9806,/gd5EoAU4MM57sW3vlWxJ0NMM8cV.jpg,"[{'id': 28205, 'logo_path': '/70VLg1uTo7gXdJQczgl1DPmp3hT.png', 'name': 'Samuel Goldwyn Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-12-25,23650000.0,171.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Three wonderful loves in the best picture of the year!,False,7.8,717.0,,,,-1
1421,1421,1944,From Here to Eternity,Drama|Romance|War,3.954545455,11.0,45793,11426.0,False,/kpTTUyVxWMTebmBkaxB2YAX8yyU.jpg,,1650000.0,"[{'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,11426.0,tt0045793,['US'],en,From Here to Eternity,"In 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second in command are falling in love.",2.5199,/xO1LHnh9aQlQFFq1DxyQrOTia1S.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-08-28,30500000.0,118.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"The boldest book of our time… honestly, fearlessly on the screen!",False,7.3,693.0,,,,-1
1422,1422,1945,On the Waterfront,Crime|Drama,4.1875,24.0,47296,654.0,False,/pxkQAIhC7LXN5s5B23lnvCMgva5.jpg,,910000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,654.0,tt0047296,['US'],en,On the Waterfront,"A prizefighter-turned-longshoreman with a conscience goes up against labor leaders to expose corruption, extortion, and murder among the union ranks.",3.4184,/v1RtJ1qR4v9nrnfoBVBl6hjTW9.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 388, 'logo_path': None, 'name': 'Horizon Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1954-06-22,9600631.0,108.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The man lived by the jungle law of the docks!,False,7.875,1724.0,,,,-1
1424,1424,1947,West Side Story,Drama|Musical|Romance,3.602941176,34.0,55614,1725.0,False,/bkahbHkwBSbIDtTm667Tu1ba2bu.jpg,,6000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,1725.0,tt0055614,['US'],en,West Side Story,"In Manhattan’s Upper West Side, rival gangs of Polish-Americans and newly arrived Puerto Ricans clash for control of the neighborhood, even as two young members from opposite sides fall dangerously in love.",3.0338,/nzCMu6D5q60i2bVrIQ0DxlRSgCZ.jpg,"[{'id': 516, 'logo_path': '/ibZFDcpmcpY0emmO8mo1HCenlGk.png', 'name': 'Seven Arts Productions', 'origin_country': 'US'}, {'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}, {'id': 6304, 'logo_path': None, 'name': 'Robert Wise Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1961-12-13,43700000.0,153.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,The screen achieves one of the great entertainments in the history of motion pictures.,False,7.2,1997.0,,,,193
1425,1425,1948,Tom Jones,Adventure|Comedy|Romance,3.642857143,7.0,57590,5769.0,False,/cbHhPCdSdoMpjaLazz7gDS2WYpz.jpg,,0.0,[],,5769.0,tt0057590,"['US', 'GB']",en,Tom Jones,Tom loves Sophie and Sophie loves Tom. But Tom and Sophie are of differering classes. Can they find a way through the mayhem to be true to love?,1.272,/yKuZKLMhe74PJzaxYLh2s8h4P2P.jpg,"[{'id': 1980, 'logo_path': None, 'name': 'Woodfall Film Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1963-08-24,0.0,128.0,[],Released,Tom Jones!... loves and loves and loves and loves...,False,5.901,233.0,,,,-1
1426,1426,1949,A Man for All Seasons,Drama,4.333333333,6.0,60665,874.0,False,/ulO2vXHo8oTOdUWSEwWkGFhq3VL.jpg,,3900000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,874.0,tt0060665,['GB'],en,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",1.9482,/kcwcqMitcnRO1SySlX1HKVn7yUV.jpg,"[{'id': 571, 'logo_path': None, 'name': 'Highland Films', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1966-12-13,28350000.0,120.0,"[{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,...a motion picture for all times!,False,7.3,481.0,,,,-1
1427,1427,1950,In the Heat of the Night,Drama|Mystery,4.181818182,11.0,61811,10633.0,False,/knYZcpl08qhiEPCytyNXOq7Z1oS.jpg,"{'id': 492896, 'name': 'Virgil Tibbs Trilogy', 'poster_path': '/e9TqBgJn9skumnh2ymaA6GSDQEi.jpg', 'backdrop_path': '/4kh2UHbmoHUkT53R4xNbL2fNVtY.jpg'}",2000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,10633.0,tt0061811,['US'],en,In the Heat of the Night,"African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie, the racist police chief of tiny Sparta, Mississippi. After Tibbs proves not only his own innocence but that of another man, he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town, with Tibbs making enemies as well as unlikely friends as he hunts for the truth.",2.9869,/qFpfALhprXmOAbA5upTNupZw8rq.jpg,"[{'id': 60, 'logo_path': '/4YldLvCWQL9VIAHQ2Fu3Ffkh9Si.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-08-02,27379978.0,109.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They got a murder on their hands. They don’t know what to do with it.,False,7.653,1201.0,,,,-1
1428,1428,1951,Oliver!,Drama|Musical,3.571428571,7.0,63385,17917.0,False,/DWRcfNaWioQwfPMG028LjHsrRq.jpg,,10000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,17917.0,tt0063385,['GB'],en,Oliver!,"Musical adaptation of Charles Dickens' Oliver Twist, a classic tale of an orphan who runs away from the workhouse and joins up with a group of boys headed by the Artful Dodger and trained to be pickpockets by master thief Fagin.",2.3413,/1XJgoaOWKrqxkKeBKWLKSigqG8c.jpg,"[{'id': 1807, 'logo_path': None, 'name': 'Warwick Film Productions', 'origin_country': 'GB'}, {'id': 3632, 'logo_path': None, 'name': 'Romulus Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1968-09-26,37400000.0,153.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Much much more than a musical!,False,7.0,467.0,,,,279
